year,month,day,country,state,city,hour,minute,operator,flight,actype,registration,cn_ln,ground,summary,route,totalAboard,passengerAboard,crewAboard,totalFatality,passengerFatality,crewFatality
1927,11,29,United States of America,Indiana,Corunna,0,0,National Air Transport,?,Douglas M-4,"NC62  	
NC1062",PO641,0,The postal plane crashed at night in poor weather.,,1,0,1,1,0,1
1927,12,28,Spain,?,Almeria,0,0,Aeropostale,?,Breguet 14,F-AFGS,227,0,A fire erupted aboard the mail plane while en route and crashed.,"Dakar,Casablanca,Alicante,Perpignan,Toulouse",1,0,1,1,0,1
1927,12,31,France,?,Marseille,0,0,Latecoere Airlines,?,Lat梨_o梨_e 23 (flying boat),F-AIHP,1 23,0,"Suffered structural failure at an altitude of 1,000 ft.",,5,0,5,5,0,5
1928,1,8,United States of America,New York,Canajoharie,0,0,Colonial Western Airlines,?,Fairchild FC-2,NC3780,39,0,Became lost in dense fog and flew into trees in the Mohawk Valley while proceeding to Buffalo..,"Minola,Albany,Buffalo",3,1,2,3,1,2
1928,1,16,Uruguay,?,Solis,0,0,Aeropostale,F-AIKG,Latecoere 25,F-AIKG,633,0,The wing on the mail plane detached from the aircraft and crashed into the sea.,"Buenos Aires,Montevideo",2,0,2,2,0,2
1928,1,22,France,Ari챔ge,L'Hospitalet,0,0,Aeropostale,?,Breguet 14,F-AHEQ,?,0,Crashed after experiencing mechanical difficulties.,"Toulouse,Perpignan,Alicante,Casablanca,Dakar",1,0,1,1,0,1
1928,1,22,Spain,?,Tarragona,0,0,Aeropostale,?,Breguet 14,F-AHEQ,240,0,Crashed in unknown circumstances.,"Casablanca,Alicante,Perpignan,Toulouse",2,0,2,2,0,2
1928,1,27,Spain,?,Almeria,0,0,Aeropostale,?,Breguet 14,F-AFHN,162,0,After experiencing turbulence the pilot's seat belt broke and ejecting the pilot.,"Casablanca,Alicante,Perpignan,Toulouse",1,0,1,1,0,1
1928,2,26,United States of America,Nebraska,Marquette,0,0,Boeing Air Transport,?,Boeing 40,NC280,891,0,The air mail plane crashed into a grove of cottonwood trees and burned. Businessman F.H. Craig was killed and pilot Frank Yegar injured. The pilot descended in altitude due to air pockets.The plane then ran into an air pocket that brought the plane down into the grove of trees.,,2,1,1,1,1,0
1928,3,11,France,?,?,0,0,Air Union,?,Farman F-60 Goliath,F-AEFC,62/6943,0,Crashed into the sea while delivering mail in poor weather.,"Paris,Croydon",2,0,2,2,0,2
1928,4,17,United States of America,Wyoming,Federal,0,0,Boeing Air Transport,?,Boeing 40,"NC282
NC282",893,0,Spatial disorientation after entering a snowstorm.,,2,1,1,1,1,0
1928,4,19,Spain,?,Minuesa,0,0,Iberia Airlines,?,Rohrbach Roland,M-CCCC,36,0,Crashed into a field after getting lost in fog.,"Barcelona,Madrid",9,7,2,9,7,2
1928,5,7,Brazil,Santa Catarina,Florianopolis,0,0,Aeropostale,?,Latecoere 26,F-AIMQ,671,0,An in flight fire caused he pilot to lose control and crash in a field after which a fire erupted.,,5,3,2,1,1,0
1928,5,12,United States of America,Minnesota,Dearborn,0,0,Ford Air Freight Inc.,?,Ford 4,NC1492,4-AT-001,0,The cargo plane crashed on it_s inaugural flight. The pilot tried to become airborne without sufficient speed.,"Dearborn,Buffalo",2,0,2,2,0,2
1928,5,26,Germany,?,Radevormwald,0,0,Deutsche Lufthansa,?,Junkers F-13,D-583,742,0,"After taking off and encountering fog, the pilot decided to  to make a precautionary landing in a field but t hit a cow, crashed and burned. Pilot error.","Essen,Dortmund,Frankfurt",5,4,1,3,2,1
1928,6,14,Germany,?,Frankfurt,0,0,Deutsche Lufthansa,?,AEGK,D-74,439,0,"The ""Viper"" crashed for unknown reasons.",,5,4,1,5,4,1
1928,6,22,United States of America,Kansas,Lebo,0,0,National Air Transport,?,Douglas M-4,NC1059,628,0,The mail plane flew into tornado like winds and crashed in a field.,"Chicago,Dallas",1,0,1,1,0,1
1928,7,13,United Kingdom,?,Purley,0,0,Imperial Airways,?,Vickers 74 Vulcan,G-EBLB,9,0,"After the aircraft had climbed to 800 feet it disappeared from view of the airport in a south-west direction. The aircraft crashed into a market garden near Leigh Cottage on Woodcote Road, it was seen by residents flying low over the roof tops with the engine evidently in difficulties. The aircraft crashed into a potato field, the pilot in an open cockpit clambered clear and helped one of the passengers from the enclosed cabin free. The aircraft burst into flames and it was not possible to rescue the other passengers.",,6,5,1,4,4,0
1928,7,24,Netherlands,?,Waalhaven,14,48,KLM Royal Dutch Airlines,?,Fokker (KLM) F.III,H-NABR,1533 (KLM-1),0,"The plane became airborne in a stalled condition, hit a shipsmast and crashed into the Waalhaven.",,6,5,1,1,1,0
1928,8,25,Canada,BC,Port Townsend,11,0,British Columbia Airways,?,Ford 4-AT-B Tri Motor,G-CATX,4-AT-26,0,Crashed into Puget Sound in dense fog 12 miles off Port Townsend.  Considered the first Canadian air disaster.,"Victoria,Seattle",7,5,2,7,5,2
1928,9,2,France,?,Toul,9,15,CIDNA,?,Bleriot Spad 33,F-AIEP,5/4207,0,"After taking off the engine failed, the plane stalled and crashed.","Toul,Clermont,Ferrand",5,2,3,5,2,3
1928,9,4,Australia,South Australia,Adelaide Hills,0,0,Qantas,?,de Havilland DH.50J,G-AUHI,5,0,"Following the conclusion of an aerial tour carrying Sir John Salmond, the aircraft departed Adelaide piloted by C. W. A. Scott with an engineer as passenger. Control was lost in the cloud during an attempt to cross the Adelaide Hills; the aircraft encounted bad weather, crashed and caught fire.","Adelaide,Longreach",2,0,2,1,0,1
1928,9,4,United States of America,Idaho,Pocatello,11,30,National Parks Airways,?,Fokker Super Universal,NC7242,809,0,"While flying low and circling six times for a landing, the mail plane went into a nose dive when the pilot headed into the wind and crashed to the ground, rolling over several times.","Great Falls,Pocatello,Salt Lake City",7,6,1,7,6,1
1928,9,6,Germany,?,Heroldbach,0,0,Deutsche Lufthansa,?,Fokker FG III,D-180,1531,0,Crashed due to engine failure.,,3,2,1,3,2,1
1928,10,4,Spain,?,Gerona,0,0,Aeropostale,?,Breguet 14,"F-AEEJ
F-AEEJ",159,0,"Encountered fog and crashed into a mountain slope near the monastery of Sant Pere de Rodes, south of Llanc_,","Casablanca,Alicante,Barcelona,Perpignan,Toulouse",3,2,1,3,2,1
1928,10,18,United States of America,Pennsylvania,Polk,0,0,National Air Transport,?,Douglas M-4,NC1064,658,0,The mail plane crashed into a hill and burned during the night during poor weather conditons.,,1,0,1,1,0,1
1928,10,31,France,?,Valence,0,0,Air Union,?,Bleriot Spad 56,F-AIMN,4381.9,0,The pilot attempted an emergency landing in a muddy field and crashed.,"Paris,Lyon,Marseille",2,1,1,1,0,1
1928,11,24,United States of America,Ohio,Edgerton,0,0,Universal Airlines,?,Hamilton H-47,NC7521,46,0,The mail plane crashed in a heavy snow storm.,"Cleveland,Chicago",3,2,1,3,2,1
1928,11,25,United States of America,Ohio,Edgerton,0,0,Continental Air Lines,?,Travel Air 4000,NC5436,525,0,The mail plane crashed in a heavy snow storm,"Cleveland,Louisville",1,0,1,1,0,1
1928,11,25,United States of America,Ohio,Bristolville,0,0,National Air Transport,?,Douglas M-4,NC792,650,0,The mail plane crashed in a snow storm.,,1,0,1,1,0,1
1928,12,1,United States of America,Texas,Spur,10,0,Sunbeam Air Transport Co.,?,Ford 4-AT-B Tri Motor,NC7862,4-AT-47,0,The aircraft crashed and burned while en route. Flames were seen aboard the plane before it crashed. The plane was on a delivery flight.,"San Antonio,Amarillo,Tulsa,Denver",5,4,1,5,4,1
1928,12,3,Brazil,Rio de Janeiro,Rio de Janeiro,8,0,Syndicato Condor,?,Dornier Wal,P-BACA,83,0,"The seaplane took off form the bay and narrowly avoided a collision with another plane and in the process veered sharply and so abruptly that one of the wings was strained beyond its elastic limits. The pilot then lost control of the aircraft and it fell, tail spinning 300 feet into the water where one of the engines exploded on impact. It sunk immediately.",,14,9,5,14,9,5
1928,12,10,United States of America,Washington,Spokane,10,45,Spokane Airways,?,Ford Tri-motor 4,NC7687,4-AT-045,0,The aircraft crashed while attempting to land in fog.,"Colfax,Spokane",5,3,2,5,3,2
1928,12,11,Germany,?,Letzlingen,0,0,Deutsche Lufthansa,?,Junkers G-31,D-1473,3005,0,"After a fuel line broke in flight, the pilot was forced to make an emergency landing in an open field. On landing, the aircraft crashed, overturned and came to rest in flames.","Cologne,Berlin",4,1,3,3,0,3
1928,12,20,United States of America,Ohio,Huron,0,0,National Air Transport,?,Douglas M-4,NC790,653,0,The mail plane crashed into an apple tree during a snow storm after the pilot experienced spatial disorientation.,"Cleveland,Chicago",1,0,1,1,0,1
1928,12,23,United States of America,Tennessee,Chattanooga,0,0,Interstate Airlines,?,Fairchild FC-2,?,?,0,Crashed onto a roof and garage on takeoff and burst into flames. The motor may have not been warmed- up properly.,,4,3,1,4,3,1
1928,12,31,France,?,Reims,0,0,CIDNA,?,Bl梨_iot Spad 66,F-AEHX,3359-40,0,Crashed into high ground in fog.,"Strasbourg,Paris",3,2,1,2,2,0
1929,1,5,United States of America,Connecticut,Stafford Springs,0,0,Colonial Air Transport,?,Fairchild FC-2,NC5650,111,0,Struck a mountain slope  in poor weather.,,1,0,1,1,0,1
1929,1,18,United States of America,Oregon,Cove,0,0,Varney Air Lines,?,Stearman C-38,NC1682,102,0,While attempting to make an emergency landing on the Minam river the mail plane hit a bolder killing the pilot.,"Boise, ID,Pasco, WA",1,0,1,1,0,1
1929,1,25,Greece,?,Corfu,0,0,Aeroespresso,?,CMASA Wal,I-AZDA,53,0,The passenger plane diverted off Kerkira in the Ionian Sea due to poor weather conditions and thunderstoms and sank in rough seas.,"Brindisi,Athens,Istanbul",9,7,2,2,7,2
1929,1,31,Morocco,?,?,0,0,Aeropostale,?,Latecoere 26,"F-AIMU
F-AIMU",674,0,"While cruising along the coast, the mail plane crashed into the Atlantic Ocean for unknown reasons.","Agadir,Casablanca",2,0,2,2,0,2
1929,1,31,United States of America,West Virginia,Morgantown,0,0,Skyline Transportation Company,?,Travel Air 4000,NC6480,800,0,"While attempting to land, the aircraft overran the runway and hit the perimeter fence.",,1,0,1,1,0,1
1929,3,17,United States of America,New Jersey,Newark,17,0,Colonial Western Airlines,?,Ford 5-AT-B Tri Motor,NC7683,4-AT-41,0,The plane was making the last of a number of sightseeing flights when two of it's three engines failed. The plane stalled and went out of control at an altitude of 200 ft. and crashed into a railroad freight car. Engine failure followed by a stall during an emergency landing attempt.,,15,13,2,14,13,1
1929,3,30,United States of America,California,Beaumont,9,18,New Standard Airlines,?,Fokker F-VIIA,NC7888,617,0,"The aircraft crashed into a high mountain ridge, exploding on impact. Investigators speculated that upon encountering fog and winds in the treacherous mountain pass, the pilot may have turned the airliner around and was heading back to the airport when the crash occurred.","Los Angeles,Phoenix,El Paso",4,3,1,4,3,1
1929,4,21,United States of America,California,San Diego,11,45,Maddux Airlines / Military - U.S.Army Air Force,?,Ford 5-AT-B Tri-Motor / B-PW-9D,NC9636 / 28-037,4-AT-010,0,"A midair collision occurred  with a US Air Force Boeing PW-9D at 2,000 ft.  Five killed on the Tri-motor, one on the Boeing. Army pilot Lieutenant Howard Keefer, while flying above the airliner, was stunting and performed a steep banking turn downward, in an attempt to pass in front of the airliner. Instead, he misjudged the speed of the Maddux aircraft and his diving plane struck the cockpit of the Ford Tri-motor.  He was found criminally negligent.","San Diego,Phoenix",6,3,3,6,3,3
1929,5,9,Mexico,Tamaulipas,Tampico,0,0,Mexicana,?,Ford Tri-motor 4,M-SCAL,?,0,"An engine failed, the plane stalled and crashed.","Tampico,Brownsville, TX",5,4,1,5,4,1
1929,5,18,Hungary,Pest,T철k철l,0,0,MALERT,?,Fokker F-III,H-MABC,1604,0,A wing separated in flight and the plane crashed.,,2,0,2,2,0,2
1929,5,22,Algeria,?,Algiers,0,0,Aeropostale,?,Cams 53,F-AISX,7,0,The plane collided with a submerged object while taking off.,"Algiers,Marseille",6,3,3,4,3,2
1929,6,13,Cuba,Santiago de Cuba,Santiago de Cuba,8,0,Pan American Airways,?,Fokker F-X,NC9700,1010,0,"Crashed while taking off. The muddy field prevented the aircraft from gaining altitude. The plane hit telephone wires and crashed. The plane was named ""Christopher Columbus"".","Santiago de Cuba,Havana",5,1,4,2,1,1
1929,6,14,Spain,?,Barcelona,0,0,Aeropostale,?,Breguet 14,F-AFEJ,217,0,"Took off, lost power and altitude and crashed into a telegraph tower.","Janeiro,Buenos Aires",2,0,2,1,0,1
1929,6,17,United Kingdom,?,?,11,30,Imperial Airways,?,Handley Page W-10,G-EBMT,W10/4,0,"The plane was over the English Channel, approximately 3 miles offshore, when an engine failed. The pilot attempted to return to the airport but the plane ditched into the English Channel. Failure of a connecting rod on a cylinder due to fatigue.The plane was named ""City of Ottawa.""","London,Paris,Basil,Zuric",13,11,2,7,7,0
1929,6,24,United States of America,Minnesota,St. Paul,0,0,Northwest Orient Airlines,?,Ford 5-AT-B Tri-Motor,NC7416,5-AT-002,0,All three engines failed shortly after takeoff causing the plane to stall and crash near Indian Mounds park.,"St. Paul,Minneapolis",8,6,2,1,0,1
1929,6,29,Germany,Bavaria,Lindau,21,0,Bodensee Aerolloyd,?,Domier Delphin III (flying boat),D-1620,151,0,The seaplane crashed into lake Constance while attempting to landing. The landing was hard and the plane broke in two and sank.,,5,4,1,5,4,1
1929,6,29,United States of America,Ohio,Columbus,0,0,Continental Air Lines,?,Travel Air 4000,NC5435,524,0,The mail plane crashed into an antenna mast in fog and low visibility and burned.,,1,0,1,1,0,1
1929,8,11,United States of America,New Mexico,Clovis,0,0,Middle States Airlines,?,Lockheed 5 Vega,NC870E,?,0,"The just manufactured aircraft was on its way to be delivered to its new owner with  four employees of Lockheed,  two pilots and two engineers when it crashed under unknown circumstances.",,4,2,2,4,2,2
1929,8,24,Russia,?,Sochi,0,0,Ukvozduchput,?,Kalinin K-4,CCCP-217,108,0,Crashed under unknown circumstances.,,1,0,1,1,0,1
1929,8,24,Germany,?,Elm,0,0,Deutsche Lufthansa,?,Fokker FG II,D-757,1571,0,The aorcraft hit a hill in fog and poor visibility.,"Frankfurt,Berlin",5,4,1,4,3,1
1929,9,2,United States of America,California,Needles,0,0,Associated Aviators,?,Lockheed Vega,NR859E,67,0,The plane crashed after going into a tail spin in a thunderstorm. The mechanic was able to parachute to safety.,,2,0,2,1,0,1
1929,9,3,United States of America,New Mexico,Grants,11,1,Trans Continental Air Transport,?,Ford 5-AT-B Tri Motor,NC9649,5-AT-002,0,"Shortly after departing the aircraft crashed into a Mt Taylor after encountering a thunderstorm and turbulence. The plane was named ""The City of San Francisco.""","Albuquerque,Los Angeles",8,5,3,8,5,3
1929,9,6,Iran,?,Jask,0,0,Imperial Airways,?,de Havilland DH-66 Hercules,G-EBMZ,239,0,"At night, the aircraft crashed short of the runway in low visibility.","London, England,India",5,2,3,3,1,2
1929,9,14,Canada,Ontario,Saint Catharines,18,0,Skyways,?,Travel Air 6000,CF-ABE,1024,0,The aircraft went out of control and crashed for unknown reasons.,,6,5,1,6,5,1
1929,9,17,United States of America,Connecticut,?,0,0,Colonial Air Transport,?,Pitcairn PA-6 Mailwing,?,?,0,The mail plane crashed into Mt. Lamentation in fog and burst into flames.,,1,0,1,1,0,1
1929,9,17,Morocco,?,Larache,0,0,Aeropostale,?,Latecoere 25-3-R,F-AIUJ,704,0,Crashed into the Mediterranean for unknown reasons.,"Toulouse,Perpignan,Barcelona,Alicante,Casablanca",5,3,2,5,3,2
1929,9,17,United States of America,California,Jacumba,0,0,Pickwick Airways,?,Fairchild 71,?,?,0,The mail plane crashed into a hillside in the desert while attempting to make an emergency landing during a storm.,"Tijuana,Nogales",2,0,2,1,0,1
1929,10,26,Italy,?,Spezia,18,0,Imperial Airways,?,Short Calcutta (flying boat),G-AADN,S748,0,"The aircraft ditched in the ocean after encountering gale force winds. Sank while in tow. The plane was named ""City of Rome.""","Naples,Genoa",7,5,2,7,5,2
1929,10,29,United States of America,Ohio,Mount Vernon,0,0,Continental Air Lines,?,Stearman C-38,?,?,0,The mail plane crashed into a grove of trees 8 miles southwest of Mount Vernon in foggy conditons.,"Cleveland,Louisville",1,0,1,1,0,1
1929,10,31,United States of America,Washington,Bremerton,0,0,Bremerton-Seattle Air Taxi / Gorst Air Lines,?,Loening C-2C,NC9158,232,0,The air taxi crashed into Puget Sound as it attempted to take off.,"Bremerton,Seattle",2,0,2,2,0,2
1929,11,4,Mexico,?,Cerro del Carbon,7,0,Corp. Aeronautica de Transportes,?,Lockheed Vega 5,NC46M,97,0,The mail plane crashed in dense fog.,"Matamoros,Mexico City,Juarez",4,3,1,4,3,1
1929,11,6,United Kingdom,Surrey,Godstone,10,10,Deutsche Lufthansa,?,Junkers G-24,D-903,911,0,"After the plane's antenna wire struck the ground and was partially torn off, the pilot attempted to return to land but hit tree tops and crashed in rain and fog.","Croyden,Amsterdam,Berlin",8,4,4,7,3,4
1929,11,16,France,?,?,9,35,Air Union,?,Liore et Olivier 190,F-AIGB,1,0,"While flying along the Corsican coast, the aircraft crashed into the Mediterranean in fog. No trace of the plane was ever found.","Marseille,Ajaccio,Tunis",3,0,3,3,0,3
1929,11,20,Italy,Sardinia,Terranova Pausania,0,0,S.A.M. Societ_ Aerea Mediterranea,?,Savoia Marchetti S55,I-TACO,10519,0,The plane crashed due to  an optical phenomenon caused by calm waters and an erroneous height assessment.,"Cagliari, Terranova,Rome",12,9,3,1,1,0
